Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
GDP,"Goodrich Petroleum Corp",7.45,0.52,+7.50%,6.95,7.59,6.95,42700,07/31/20
GDYN,"Grid Dynamics Holdings Inc.",6.68,-0.06,-0.89%,6.72,6.72,6.54,49400,07/31/20
GEF,"Greif Bros. Corp",34.79,-1.29,-3.58%,35.68,35.68,34.4,194200,07/31/20
GEF.B,"Greif Bros. Corp Cl B",39.29,-1.56,-3.82%,40,40,39.1,13100,07/31/20
GENC,"Gencor Industries IN",11.97,-0.08,-0.66%,12.14,12.62,11.9,47800,07/31/20
GEO,"Geo Group Inc",10.63,0.030000000000001,+0.28%,10.6,10.63,10.4,1762300,07/31/20
GERN,"Geron Corp",1.59,-0.09,-5.36%,1.67,1.7001,1.59,2614400,07/31/20
GES,"Guess Inc",10.34,-0.16,-1.52%,10.37,10.52,10.14,702200,07/31/20
GFF,"Griffon Corp",22.87,2.23,+10.80%,21.65,27.53,21.65,893300,07/31/20
GFN,"General Finance Corp",5.88,-0.22,-3.61%,6.09,6.09,5.86,16200,07/31/20
GHL,"Greenhill & Co. Inc",11.98,0.79,+7.06%,12.18,12.86,11.79,278200,07/31/20
GHM,"Graham Corp",13.16,0.48,+3.79%,12.58,13.23,12.4,35500,07/31/20
GIII,"G-III Apparel Gp",9.89,-0.89,-8.26%,10.88,10.99,9.84,1266200,07/31/20
GKOS,"Glaukos Corp",43.7,0.030000000000001,+0.07%,43.48,43.81,42.37,458700,07/31/20
GLDD,"Great Lakes Drg Dock",8.36,0.09,+1.09%,8.23,8.41,8.17,383200,07/31/20
GLNG,"Golar Lng Ltd",7.5,-0.37,-4.70%,7.77,7.83,7.34,861500,07/31/20
GLRE,"Greenlight Cap. Re.",6.46,-0.24,-3.58%,6.63,6.73,6.38,102200,07/31/20
GLT,Glatfelter,15.93,-0.31,-1.91%,16.05,16.29,15.65,146600,07/31/20
GLUU,"Glu Mobile Inc",9.44,-0.040000000000001,-0.42%,9.5,9.78,9.31,5241100,07/31/20
GLYC,"Glycomimetics Inc",3.94,-0.21,-5.06%,4.18,4.25,3.87,664600,07/31/20
GME,"Gamestop Corp",4.01,-0.09,-2.20%,4.06,4.16,3.99,1879500,07/31/20
GMRE,"Global Medical REIT Inc",11.89,-0.26,-2.14%,12.06,12.2,11.67,365000,07/31/20
GMS,"Gms Inc",23.43,-0.13,-0.55%,23.3,23.58,23.05,259400,07/31/20
GNE,"Genie Energy Ltd Cl B",8.13,-0.11,-1.33%,8.2,8.22,8,37100,07/31/20
GNK,"Genco Shipping & Trading Ltd",6.79,-0.31,-4.37%,7.05,7.05,6.6,179300,07/31/20
GNL,"Global Net Lease Inc",16.65,-0.040000000000003,-0.24%,16.62,16.66,16.16,474400,07/31/20
GNLN,"Greenlane Holdings Inc Cl A",3.86,-0.03,-0.77%,3.91,3.94,3.81,86000,07/31/20
GNMK,"Genmark Diagnostics",17.86,-0.060000000000002,-0.33%,17.91,18.35,17.34,665200,07/31/20
GNPX,"Genprex Inc",3.37,-0.11,-3.16%,3.55,3.57,3.26,777900,07/31/20
GNSS,"Genasys Inc",4.2,-0.1,-2.33%,4.3,4.39,4.12,127100,07/31/20
GNTY,"Guaranty Bancshares Inc",27.1,-0.43,-1.56%,27.63,27.63,26.71,26500,07/31/20
GNW,"Genworth Financial Inc",2.04,0.03,+1.49%,2.01,2.06,1.95,3877500,07/31/20
GOGO,"Gogo Inc",2.91,-0.51,-14.91%,3.32,3.36,2.76,3101700,07/31/20
GOLF,"Acushnet Holdings Corp",38.05,-0.13,-0.34%,38.18,38.49,37.41,330200,07/31/20
GOOD,"Gladstone Comml",18.2,-0.13,-0.71%,18.41,18.75,17.81,231500,07/31/20
GORO,"Gold Resource Corp",4.39,0.02,+0.46%,4.47,4.49,4.38,1056300,07/31/20
GOSS,"Gossamer Bio Inc",11.92,-0.7,-5.55%,12.65,12.67,11.92,606500,07/31/20
GPI,"Group 1 Automotive",84.02,-5.85,-6.51%,90.44,90.71,80.66,354300,07/31/20
GPMT,"Granite Point Mortgage Trust Inc",6.79,-0.07,-1.02%,6.8,7.12,6.63,558400,07/31/20
GPOR,"Gulfport Energy Corp",1.01,-0.01,-0.98%,1.02,1.03,0.9915,1666200,07/31/20
GPRE,"Green Plains Inc",12.93,-0.34,-2.56%,13.21,13.24,12.67,1140900,07/31/20
GPRO,"Gopro Inc Cl A",5.29,0.11,+2.12%,5.2,5.33,5.06,3136700,07/31/20
GPX,"Gp Strategies Corp",7.43,-0.55,-6.89%,8.12,8.12,7.23,57000,07/31/20
GRBK,"Green Brick Partners",13.8,-0.46,-3.23%,14.2,14.27,13.54,196900,07/31/20
GRC,"Gorman-Rupp Company",30.26,-0.64,-2.07%,30.53,30.8,29.69,69800,07/31/20
GRIF,"Griffin Industrial",49.2,0.53,+1.09%,48.98,49.2,48.98,1600,07/31/20
GRPN,"Groupon Cl A",15.35,-0.09,-0.58%,15.41,15.45,14.95,826900,07/31/20
GRTS,"Gritstone Oncology Inc",3.2,-0.12,-3.61%,3.31,3.38,3.18,630000,07/31/20
GRTX,"Galera Therapeutics Inc",6.96,-0.81,-10.42%,8.02,8.02,6.9,68400,07/31/20
GRWG,"Growgeneration Corp",8.44,-0.23,-2.65%,8.76,8.88,8.17,836400,07/31/20
GSB,Globalscape,9.53,-0.020000000000001,-0.21%,9.49,9.56,9.48,269900,07/31/20
GSBC,"Great Southern Bncp",36.07,-0.63,-1.72%,36.35,37,35.51,42800,07/31/20
GSHD,"Goosehead Insurance Inc Cl A",103.33,19.44,+23.17%,96.6,105.98,93.04,740600,07/31/20
GSIT,"Gsi Technology Inc",5.72,-0.88,-13.33%,6.2,6.32,5.55,190300,07/31/20
GSKY,"Greensky Inc Cl A",5.64,0.09,+1.62%,5.54,5.65,5.39,531500,07/31/20
GT,"Goodyear Tire Rubber",9.01,-0.7,-7.21%,9.84,10,8.99,6155200,07/31/20
GTHX,"G1 Therapeutics Inc",14.67,-1.15,-7.27%,15.81,15.99,14.46,632000,07/31/20
GTLS,"Chart Industries IN",68.53,-1.09,-1.57%,69.31,69.56,67.01,243500,07/31/20
GTN,"Gray Television",14.34,-0.25,-1.71%,14.55,14.55,13.87,476100,07/31/20
GTS,"Triple-S Management Corp",19.46,-0.75,-3.71%,20.05,20.32,18.88,130400,07/31/20
GTT,"Global Telcom & Technology Inc",6.3,-0.1,-1.56%,6.39,6.57,6.27,214200,07/31/20
GTY,"Getty Realty Corp",29.63,-0.5,-1.66%,30.08,30.08,28.74,219500,07/31/20
GTYH,"Gty Technology Holdings Inc",3.25,-0.07,-2.11%,3.27,3.35,3.13,167100,07/31/20
GVA,"Granite Construction Inc",16.96,-0.44,-2.53%,17.2,17.62,16.51,386200,07/31/20
GWB,"Great Western Bancorp Inc",13,0.29,+2.28%,12.74,13.08,12.46,808800,07/31/20
GWRS,"Global Water Reso",10.39,-0.18,-1.70%,10.47,10.56,10.32,23400,07/31/20
HA,"Hawaiian Hlds Inc",11.89,0.27,+2.32%,11.75,12.07,11.53,1412000,07/31/20
HAFC,"Hanmi Financial Cp",9.23,0.030000000000001,+0.33%,9.18,9.36,9.03,376800,07/31/20
HALO,"Halozyme Therapeutic",27.19,-0.31,-1.13%,27.51,27.55,26.67,918000,07/31/20
HARP,"Harpoon Therapeutics Inc",11.01,-0.44,-3.84%,11.55,11.6,10.55,176000,07/31/20
HASI,"Hannon Armstrong Sustainable IN",35.03,0.2,+0.57%,34.95,35.4,34.26,595700,07/31/20
HAYN,"Haynes Intl Inc",18.36,-3.23,-14.96%,20.58,20.7,18.16,181900,07/31/20
HBB,"Hamilton Beach Brands Holding Company Cl A",15.2,-0.5,-3.18%,15.63,15.73,15.01,44300,07/31/20
HBCP,"Home Bancorp Inc",23.38,-1.62,-6.48%,24.84,24.84,23.36,18800,07/31/20
HBIO,"Harvard Bioscience",3.11,-0.07,-2.20%,3.14,3.19,3.03,97000,07/31/20
HBMD,"Howard Bancorp MD",9.51,0,0.00%,9.51,9.52,9.4,57000,07/31/20
HBNC,"Horizon Bancorp",10.11,-0.43,-4.08%,10.51,10.55,9.87,159800,07/31/20
HBT,"Hbt Financial Inc",12.02,-0.22,-1.80%,12.22,12.51,11.97,53800,07/31/20
HCAT,"Health Catalyst Inc",34.9,-0.84,-2.35%,35.96,36.16,34.45,458800,07/31/20
HCC,"Warrior Met Coal Inc",15.92,-0.19,-1.18%,15.94,15.94,15.34,483200,07/31/20
HCCI,Heritage-Crystal,13.93,0.07,+0.51%,13.74,13.96,13.37,391400,07/31/20
HCHC,"Hc2 Holdings Inc",2.71,-0.19,-6.55%,2.89,2.92,2.66,202700,07/31/20
HCI,"Homeowners Choice",44.62,0.16,+0.36%,44.1,44.72,43.03,67900,07/31/20
HCKT,"Hackett Grp Inc",13.79,-0.06,-0.43%,13.76,13.81,13.52,148600,07/31/20
HCSG,"Healthcare Svcs Gp",26.19,0.080000000000002,+0.31%,26,26.29,25.91,475200,07/31/20
HEAR,"Turtle Beach Corp",18.34,-0.36,-1.93%,18.85,18.88,17.81,653000,07/31/20
HEES,"H&E Equip Services",17.59,-0.38,-2.11%,17.74,17.84,17.16,218400,07/31/20
HELE,"Helen of Troy Ltd",188.25,-1.31,-0.69%,190.25,190.43,185.64,120200,07/31/20
HFFG,"HF Foods Group Inc",8.86,0,0.00%,8.78,8.92,8.7,114700,07/31/20
HFWA,"Heritage Financial",18.91,-0.24,-1.25%,19.01,19.28,18.27,255000,07/31/20
HGV,"Hilton Grand Vacations Inc",20.3,-0.49,-2.36%,20.5,20.5,19.73,799400,07/31/20
HI,"Hillenbrand Inc",29.23,-0.07,-0.24%,28.85,29.56,28.63,814200,07/31/20
HIBB,"Hibbett Sports Inc",23.19,-1.46,-5.92%,24.58,24.78,23.04,365800,07/31/20
HIFS,"Hingham Inst For Svg",176,-0.72,-0.41%,176,176,175.99,1900,07/31/20
HL,"Hecla Mining Company",5.52,0.17,+3.18%,5.47,5.53,5.32,11261700,07/31/20
HLI,"Houlihan Lokey",54.8,0.25,+0.46%,54.55,55.25,54.12,657500,07/31/20
HLIO,"Helios Technologies Inc",37.83,-0.39,-1.02%,37.79,38.14,37.04,106400,07/31/20
HLIT,"Harmonic Inc",5.58,-0.25,-4.29%,5.78,5.79,5.49,669600,07/31/20
HLNE,"Hamilton Lane Incorporated Cl A",72.24,0.80999999999999,+1.13%,71.83,72.24,70.44,108800,07/31/20
HLX,"Helix Energy Solutions Group",4.19,-0.069999999999999,-1.64%,4.26,4.3,4.04,1816400,07/31/20
HMHC,"Houghton Mifflin Har",2.96,0.22,+8.03%,2.74,3,2.62,8107000,07/31/20
HMN,"Horace Mann Educators Corp",37.58,0.019999999999996,+0.05%,37.33,37.65,36.87,212800,07/31/20
HMST,"Homestreet Inc",26.44,0.78,+3.04%,25.5,26.49,25.48,247900,07/31/20
HMSY,"Hms Hlds Cp",32.5,-0.22,-0.67%,32.76,32.78,31.82,422300,07/31/20
HMTV,"Hemisphere Media A",8.8,-0.34,-3.72%,9.04,9.07,8.6,39500,07/31/20
HNGR,"Hanger Inc",17.46,-0.27,-1.52%,17.47,18.11,16.91,187200,07/31/20
HNI,"Hon Industries Inc",29.7,-0.13,-0.44%,29.53,29.71,28.96,244000,07/31/20
HOFT,"Hooker Furniture",21.4,-0.86,-3.86%,22.04,22.17,21.07,51900,07/31/20
HOMB,"Home Bancshares Inc",16.33,-0.18,-1.09%,16.4,16.51,15.83,967400,07/31/20
HOME,"At Home Group Inc",12.42,-0.18,-1.43%,12.66,12.89,11.96,5629100,07/31/20
HONE,"Harborone Bancorp Inc",8.66,-0.12,-1.37%,8.7,8.76,8.5,175400,07/31/20
HOOK,"Hookipa Pharma Inc",9.66,-0.62,-6.03%,10.3,10.64,9.61,45800,07/31/20
HOPE,"Hope Bancorp Inc",8.43,0.24,+2.93%,8.14,8.43,8.05,1451700,07/31/20
HQY,Healthequity,51.56,-1.72,-3.23%,53.13,53.13,51,800000,07/31/20
HR,"Healthcare Realty Trust Inc",29.3,-0.33,-1.11%,29.51,29.76,28.87,1175600,07/31/20
HRI,"Herc Holdings Inc",33.54,-0.75,-2.19%,33.94,34.05,32.4,228100,07/31/20
HROW,"Harrow Health Inc",5.48,-0.12,-2.14%,5.59,5.66,5.38,131900,07/31/20
HRTG,"Heritage Insurance Holdings",11.87,-0.23,-1.90%,12,12.07,11.71,102900,07/31/20
HRTX,"Heron Therapeutics",16.29,-0.82,-4.79%,17.09,17.11,16.05,886500,07/31/20
HSC,"Harsco Corp",15.96,0.13,+0.82%,15.62,15.97,15.49,639800,07/31/20
HSII,"Heidrick & Struggl",20.23,-0.53,-2.55%,20.74,20.95,20.13,130600,07/31/20
HSKA,"Heska Corp",96.22,-1.12,-1.15%,97.1,98.62,93.04,62400,07/31/20
HSTM,"Healthstream Inc",21.95,0,0.00%,21.91,22.36,21.64,193600,07/31/20
HT,"Hersha Hospitality Trust",4.76,-0.15,-3.05%,4.88,4.91,4.72,644300,07/31/20
HTBI,"Hometrust Bancshares",14.42,-0.0099999999999998,-0.07%,14.31,14.55,14.16,76200,07/31/20
HTBK,"Heritage Commerce",6.78,-0.12,-1.74%,6.83,6.86,6.66,276600,07/31/20
HTH,"Hilltop Holdings Inc",19.47,-0.33,-1.67%,21.24,21.24,18.71,1112800,07/31/20
HTLD,"Heartland Express",20.28,0,0.00%,20.2,20.43,19.89,420000,07/31/20
HTLF,"Heartland Finl USA",31.24,-0.31,-0.98%,31.3,31.55,30.4,105000,07/31/20
HTZ,"Hertz Global Holdings Inc",1.45,-0.03,-2.03%,1.5,1.51,1.45,6498000,07/31/20
HUBG,"Hub Group Inc A",52.9,2.94,+5.88%,54.52,56.48,50.33,585800,07/31/20
HUD,"Hudson Ltd Cl A",4.38,0.05,+1.15%,4.36,4.39,4.24,742300,07/31/20
HURC,"Hurco Cos Inc",27.74,-0.96,-3.34%,28.4,28.4,27.23,19600,07/31/20
HURN,"Huron Consulting",47.72,3.56,+8.06%,47.84,51.75,46.45,356700,07/31/20
HVT,"Haverty Furniture Companies",14.22,-0.13,-0.91%,14.1,14.39,13.67,344400,07/31/20
HWBK,"Hawthorn Bancshares",16.52,-0.29,-1.73%,16.86,17.4,16.2,9100,07/31/20
HWC,"Hancock Whitney Corp",19.06,-0.28,-1.45%,19.14,19.39,18.65,485100,07/31/20
HWKN,"Hawkins Inc",51.53,0.47,+0.92%,51.06,51.9,50.44,70800,07/31/20
HY,"Hyster-Yale Materials Handling",37.31,-0.56,-1.48%,37.5,37.78,36.85,67500,07/31/20
HZO,"Marinemax Inc",27.74,-2.01,-6.76%,29.66,29.9,27.53,710900,07/31/20
IBCP,"Independent Bk Cp",13.96,-0.23,-1.62%,14.05,14.16,13.61,160600,07/31/20
IBIO,"Ibio Inc",4.44,-0.24,-5.13%,4.6,4.89,4.33,17624500,07/31/20
IBOC,"Intl Bancshares",30.42,-0.84,-2.69%,31.02,31.02,29.74,193700,07/31/20
IBP,"Installed Building Products",79.11,-2.23,-2.74%,81.1,81.34,76.9,352600,07/31/20
IBTX,"Independent Bank Group",43.93,-1.16,-2.57%,44.69,44.76,43.07,347800,07/31/20
ICAD,"Icad Inc",9.22,-0.31,-3.25%,9.5,9.55,9.01,261100,07/31/20
ICBK,"County Bancorp",18.56,-0.9,-4.62%,19.45,19.45,18.51,9600,07/31/20
ICFI,"Icf International",67.61,0.5,+0.75%,66.55,67.68,66.55,140100,07/31/20
ICHR,"Ichor Holdings Ltd",32.82,-0.079999999999998,-0.24%,33,33,31.94,304700,07/31/20
ICPT,"Intercept Pharmaceuticals",45.64,-1.06,-2.27%,47.64,47.7,45.17,526100,07/31/20
IDCC,"Interdigital Inc",60.02,0.68,+1.15%,59.7,60.06,58.46,170000,07/31/20
IDN,"Intellicheck Mobilisia",7.32,0.010000000000001,+0.14%,7.34,7.47,7.12,77700,07/31/20
IDT,"IDT Corp",6.51,0,0.00%,6.44,6.57,6.43,41100,07/31/20
IDYA,"Ideaya Biosciences Inc",12.61,1.31,+11.59%,11.32,12.7,10.9,221800,07/31/20
IESC,"Ies Holdings",23.83,-0.26,-1.08%,23.76,23.89,22.93,32100,07/31/20
IGMS,"Igm Biosciences Inc",50.26,0.32,+0.64%,50,51.84,46.55,159600,07/31/20
IGT,"International Game Technology",9.86,-0.2,-1.99%,9.9,9.97,9.57,1571400,07/31/20
IHC,"Independence Holding Company",33.06,1.07,+3.34%,31.85,33.49,31.85,18300,07/31/20
IHRT,"Iheartmedia Inc",8.36,-0.06,-0.71%,8.35,8.48,8,558900,07/31/20
III,"Information Svcs Group",2.05,-0.06,-2.84%,2.09,2.1,2.04,76000,07/31/20
IIIN,"Insteel Industries",18.64,-0.23,-1.22%,18.73,18.82,18.1,66600,07/31/20
IIIV,"I3 Verticals Inc Cl A",24.18,-1.33,-5.21%,25.58,25.86,22.9,344600,07/31/20
IIN,"Intricon Corp",10.8,-0.24,-2.17%,11,11,10.52,31900,07/31/20
IIPR,"Innovative Industrial Properties",104.23,-1.09,-1.03%,105.48,105.97,101.78,262900,07/31/20
IIVI,"I I V I Inc",50.72,1.57,+3.19%,49.81,50.91,48.18,1851500,07/31/20
ILPT,"Industrial Logistics Properties Trust",21.11,-0.2,-0.94%,21.21,21.34,20.7,346400,07/31/20
IMAX,"Imax Corp",11.29,-0.35,-3.01%,11.56,11.56,11.14,780900,07/31/20
IMGN,"Immunogen Inc",4.11,-0.26,-5.95%,4.53,4.53,3.93,2957400,07/31/20
IMKTA,"Ingles Markets Inc",40.25,-0.62,-1.52%,41,41.72,39.85,128500,07/31/20
IMMR,"Immersion Corp",6.75,0.0099999999999998,+0.15%,6.75,6.76,6.57,182700,07/31/20
IMRA,"Imara Inc",20.19,-0.039999999999999,-0.20%,20,20.38,20,13000,07/31/20
IMUX,"Immunic Inc",17.2,-0.28,-1.60%,17.49,17.81,16.86,355400,07/31/20
IMVT,"Immunovant Inc.",22.61,-0.1,-0.44%,22.84,23.24,22.14,373000,07/31/20
IMXI,"International Money Express Inc",13.48,0.09,+0.67%,13.45,13.54,13.16,95900,07/31/20
INBK,"First Internet Bcp",14.65,0.44,+3.10%,14.34,14.91,14.31,87400,07/31/20
INDB,"Independent Bk Corp",64.52,-1.08,-1.65%,65.14,65.39,62.75,135300,07/31/20
INFN,"Infinera Corp",7.89,-0.08,-1.00%,8.02,8.04,7.79,2131700,07/31/20
INFU,"Infusystems Holdings",12.21,-0.5,-3.93%,12.59,12.62,11.8,65700,07/31/20
INGN,"Inogen Inc",30.7,-1.82,-5.60%,32.32,32.96,30.14,391000,07/31/20
INN,"Summit Hotel Properties",5.18,-0.17,-3.18%,5.28,5.34,5.11,951200,07/31/20
INO,"Inovio Pharma",19.44,-1.29,-6.22%,20.68,21.02,19.29,18422500,07/31/20
INOV,"Inovalon Hlds Cm A",23.53,-0.67,-2.77%,24,24.01,22.99,740600,07/31/20
INS,"Intelligent Systems Corp",30.32,-0.31,-1.01%,31.27,31.38,30.01,30700,07/31/20
INSG,"Inseego Corp",13.48,0.26,+1.97%,13.5,13.8,13.05,3434600,07/31/20
INSM,"Insmed Inc",26.12,-0.92,-3.40%,26.91,27.17,25.85,676900,07/31/20
INSP,"Inspire Medical Systems Inc",99.36,-0.36,-0.36%,99.63,100.87,97.19,222800,07/31/20
INSW,"International Seaways Inc",17.27,-0.030000000000001,-0.17%,17.32,17.38,16.76,185800,07/31/20
INT,"World Fuel Services Corp",23.53,0.65,+2.84%,25.28,25.58,23.33,619000,07/31/20
INVA,"Innoviva Inc",13.54,-0.24,-1.74%,13.71,13.75,13.23,617600,07/31/20
IOSP,"Innospec Inc",75.17,-0.26000000000001,-0.34%,74.96,75.52,73,109500,07/31/20
IPAR,"Inter Parfums Inc",40.89,-0.76,-1.82%,41.34,41.78,40.55,135600,07/31/20
IPI,"Intrepid Potash Inc",0.9061,-0.0052,-0.57%,0.89,0.9169,0.8744,433300,07/31/20
IRBT,"Irobot Corp",72.69,-0.91,-1.24%,73.99,74.09,71.76,437400,07/31/20
IRDM,"Iridium Comm Inc",27.39,-0.3,-1.08%,27.5,27.5,26.48,933800,07/31/20
IRET,"Investors Real Estate Trust",72.3,0.049999999999997,+0.07%,71.87,72.85,70.55,171400,07/31/20
IRMD,"Iradimed Cp",22.28,-0.99,-4.25%,23.13,23.42,21.98,29300,07/31/20
IRT,"Independence Realty Trust Inc",11.5,0.06,+0.52%,11.36,11.5,11.16,1037200,07/31/20
IRTC,"Irhythm Technologies Inc",124.48,-3.42,-2.67%,127.78,129.66,121.75,204900,07/31/20
IRWD,"Ironwood Pharmaceuti",9.17,-0.25,-2.65%,9.41,9.44,8.71,4678600,07/31/20
ISBC,"Investors Bancorp",8.12,-0.39,-4.58%,8.45,8.49,8.04,3315600,07/31/20
ISEE,"Iveric Bio Inc",4.01,-0.23,-5.42%,4.24,4.31,3.97,942400,07/31/20
ISTR,"Investar Holding",13.33,-0.050000000000001,-0.37%,13.45,14.11,13.1,18200,07/31/20
ITCI,"Intra-Cellular Ther",19.82,-0.84,-4.07%,20.71,20.83,19.7,504000,07/31/20
ITGR,"Integer Holdings Corp",65.77,-2.48,-3.63%,67.5,67.87,64.55,297700,07/31/20
ITI,"Iteris Inc",4.64,-0.06,-1.28%,4.71,4.75,4.55,148000,07/31/20
ITIC,"Investors Title Company",115.08,-3.98,-3.34%,119.35,121.62,115.08,6400,07/31/20
ITRI,"Itron Inc",69.56,0.72,+1.05%,68.9,69.64,67.8,250900,07/31/20
IVAC,"Intevac Inc",5.92,-0.25,-4.05%,6.14,6.14,5.82,49800,07/31/20
IVC,"Invacare Corp",7.04,0.07,+1.00%,6.86,7.07,6.7,579300,07/31/20
IVR,"Invesco Mortgage Capital Inc",3.07,-0.11,-3.46%,3.18,3.21,3.01,8691900,07/31/20
JACK,"Jack IN The Box Inc",82.11,-0.45,-0.55%,80.85,82.29,80.29,414700,07/31/20
JBSS,"John B Sanfilippo",88.17,0.23999999999999,+0.27%,87.97,88.75,86.41,70700,07/31/20
JBT,"John Bean Technologies Corp",93.76,-0.67999999999999,-0.72%,93.32,93.91,89.99,217400,07/31/20
JCAP,"Jernigan Capital Inc",14.01,-0.029999999999999,-0.21%,13.94,14.02,13.57,114300,07/31/20
JCOM,"J2 Global Inc",56.72,0.52,+0.93%,56.21,56.74,55.44,646700,07/31/20
JELD,"Jeld-Wen Holding Inc",19.6,-0.4,-2.00%,20.1,20.22,19.49,961900,07/31/20
JJSF,"J J Snack Foods",123.13,1.07,+0.88%,121.04,123.28,120.69,121000,07/31/20
JNCE,"Jounce Therapeutics Inc",4.58,-0.38,-7.66%,5,5.1,4.51,153000,07/31/20
JOE,"St. Joe Company",20.61,-0.42,-2.00%,20.86,20.86,20.09,158900,07/31/20
JOUT,"Johnson Outdoors",87.56,-5.97,-6.38%,80.62,87.97,80.55,109100,07/31/20
JRVR,"James River Gp HD",46.32,-0.53,-1.13%,46.75,46.89,45.41,232200,07/31/20
JYNT,"The Joint Corp",14.44,0.14,+0.98%,14.14,14.63,14.07,80200,07/31/20
KAI,"Kadant Inc",108.51,-1.62,-1.47%,109.53,109.53,106.12,59400,07/31/20
KALA,"Kala Pharmaceuticals Inc",8.75,-0.11,-1.24%,9,9.3,8.7,773000,07/31/20
KALU,"Kaiser Aluminum",61.95,-1.4,-2.21%,63.1,63.1,61.41,108100,07/31/20
KALV,"Kalvista Pharmaceuticals Inc",9.83,-0.26,-2.58%,10.1,10.1,9.62,80000,07/31/20
KAMN,"Kaman Corp",39.49,-0.44,-1.10%,39.48,39.52,38.26,170000,07/31/20
KAR,"Kar Auction Services Inc",15.13,0.2,+1.34%,14.94,15.16,14.64,2011400,07/31/20
KBAL,"Kimball Intl Cl B",10.94,-0.13,-1.17%,10.94,10.98,10.4,215800,07/31/20
KBH,"KB Home",33.64,-0.26,-0.77%,33.66,33.89,32.79,1428500,07/31/20
KBR,"KBR Inc",22.24,-0.15,-0.67%,22.23,22.26,21.21,1567500,07/31/20
KDMN,"Kadmon Holdings Llc",3.66,-0.04,-1.08%,3.68,3.76,3.58,2576600,07/31/20
KE,"Kimball Electrnc",13.28,-0.11,-0.82%,13.29,13.34,12.94,87300,07/31/20
KELYA,"Kelly Svcs Cl A",14.81,-0.41,-2.69%,15.08,15.18,14.5,126100,07/31/20
